t[s],Bpos,Bspd,A[cm²],Mma[Å²],P1[mN/m],P2[mN/m],T[°C],SP[V],pH,AD[V]
8817.34,119.909,1.995,57.89,60.88,29.994,0,25.1,,0.09,0
8827.52,119.886,1.995,57.92,60.91,30.039,0,25.09,,0.09,0
8837.52,119.905,-1.587,57.89,60.88,29.957,0,25.11,,0.09,0
8847.53,119.909,-1.31,57.89,60.88,30.037,0,25.05,,0.09,0
8857.69,119.893,-0.938,57.91,60.9,29.921,0,25.04,,0.09,0
8867.82,119.92,0.805,57.87,60.86,29.968,0,25.16,,0.09,0
8877.84,119.946,-0.096,57.83,60.82,30.061,0,25.19,,0.09,0
8887.86,119.927,1.995,57.86,60.85,30.02,0,25.18,,0.09,0
8897.87,119.934,-1.995,57.85,60.84,29.957,0,25.19,,0.09,0
8907.98,119.954,1.815,57.82,60.81,30.045,0,25.2,,0.09,0
8918.12,119.962,-0.733,57.81,60.79,30.065,0,25.17,,0.09,0
8928.29,119.918,-0.925,57.87,60.86,29.91,0,25.17,,0.09,0
8938.34,119.962,-1.382,57.81,60.79,29.992,0,25.1,,0.09,0
8948.49,120.002,-0.12,57.75,60.73,30.076,0,25.15,,0.09,0
8958.56,119.989,1.779,57.77,60.75,30.029,0,25.19,,0.09,0
8968.71,120.013,1.611,57.73,60.71,30.051,0,25.16,,0.09,0
8978.87,120.07,-1.959,57.65,60.62,30.091,0,25.14,,0.09,0
8988.88,120.03,0.877,57.71,60.69,30.036,0,25.16,,0.09,0
8998.97,120.036,-0.889,57.7,60.68,30.001,0,25.14,,0.09,0
9009.08,120.007,-0.613,57.74,60.72,29.973,0,25.13,,0.09,0
9019.22,120.027,-0.048,57.71,60.69,30.045,0,25.1,,0.09,0
9029.38,120.039,-0.889,57.69,60.67,29.917,0,25.07,,0.09,0
9039.58,120.034,1.995,57.7,60.68,30.034,0,25.07,,0.09,0
9049.63,120.075,1.635,57.64,60.62,29.963,0,25.07,,0.09,0
9059.78,120.09,1.995,57.61,60.59,30.022,0,25.09,,0.09,0
9069.93,120.031,1.995,57.7,60.68,30.06,0,25.13,,0.09,0
9080.13,120.109,-1.995,57.59,60.56,29.959,0,25.14,,0.09,0
9090.32,120.111,1.923,57.58,60.56,30.006,0,25.21,,0.09,0
9100.45,120.085,0.613,57.62,60.6,30.086,0,25.21,,0.09,0
9110.64,120.225,0.06,57.41,60.38,30.141,0,25.19,,0.09,0
9120.83,120.28,-0.925,57.33,60.29,30.026,0,25.16,,0.09,0
9130.91,120.353,0.168,57.22,60.18,29.933,0,25.19,,0.09,0
9141.1,120.379,0.481,57.18,60.14,30.033,0,25.23,,0.09,0
9151.23,120.434,1.995,57.1,60.05,30,0,25.26,,0.09,0
9161.41,120.468,1.995,57.05,59.99,29.99,0,25.23,,0.09,0
9171.54,120.584,1.995,56.87,59.81,30.017,0,25.23,,0.09,0
9181.72,120.629,1.995,56.81,59.74,29.956,0,25.28,,0.09,0
9191.89,120.718,0.637,56.67,59.6,29.954,0,25.33,,0.09,0
9202.03,120.816,1.995,56.53,59.45,29.99,0,25.3,,0.09,0
9212.21,120.913,1.635,56.38,59.29,30.033,0,25.32,,0.09,0
9222.34,120.987,1.995,56.27,59.18,29.948,0,25.39,,0.09,0
9232.49,120.913,0.757,56.38,59.29,29.915,0,25.41,,0.09,0
9242.7,121.043,0.337,56.19,59.09,30.059,0,25.3,,0.09,0
9252.84,121.123,1.995,56.06,58.96,29.939,0,25.24,,0.09,0
9263.02,121.19,0.433,55.96,58.86,29.924,0,25.18,,0.09,0
9273.14,121.298,0.361,55.8,58.69,30.017,0,25.22,,0.09,0
9283.29,121.32,-1.995,55.77,58.65,30.041,0,25.26,,0.09,0
9293.46,121.409,-1.995,55.64,58.51,30.127,0,25.31,,0.09,0
9303.46,121.289,0.048,55.82,58.7,30.021,0,25.27,,0.09,0
9313.47,121.461,0.998,55.56,58.43,30.097,0,25.24,,0.09,0
9323.68,121.513,1.058,55.48,58.35,30.013,0,25.27,,0.09,0
9333.81,121.572,-1.418,55.39,58.25,29.994,0,25.32,,0.09,0
9343.93,121.603,-1.995,55.35,58.21,30.033,0,25.36,,0.09,0
9354.11,121.619,-1.995,55.32,58.18,30.004,0,25.38,,0.09,0
9364.25,121.672,-1.995,55.24,58.1,29.975,0,25.33,,0.09,0
9374.45,121.716,-1.995,55.18,58.03,30.115,0,25.37,,0.09,0
9384.61,121.723,1.178,55.16,58.01,30.071,0,25.32,,0.09,0
9394.62,121.749,-0.036,55.13,57.97,30.069,0,25.31,,0.09,0
9404.77,121.737,-1.995,55.14,57.99,30.023,0,25.33,,0.09,0
9414.92,121.746,1.995,55.13,57.98,29.992,0,25.34,,0.09,0
9425.09,121.761,-1.55,55.11,57.96,30.085,0,25.35,,0.09,0
9435.21,121.758,-1.995,55.11,57.96,29.986,0,25.35,,0.09,0
9445.26,121.746,1.995,55.13,57.98,29.992,0,25.37,,0.09,0
9455.38,121.725,-0.998,55.16,58.01,29.979,0,25.31,,0.09,0
9465.56,121.845,0.986,54.98,57.82,30.056,0,25.26,,0.09,0
9475.75,121.867,-1.995,54.95,57.79,29.95,0,25.21,,0.09,0
9485.92,121.886,-1.995,54.92,57.76,30.036,0,25.23,,0.09,0
9495.94,121.954,-1.671,54.82,57.65,30.077,0,25.21,,0.09,0
9505.96,121.991,0.853,54.76,57.59,30.056,0,25.21,,0.09,0
9516.12,121.981,-1.647,54.78,57.61,30.014,0,25.22,,0.09,0
9526.25,121.98,-1.575,54.78,57.61,29.931,0,25.24,,0.09,0
9536.43,122.067,1.262,54.65,57.47,30.076,0,25.19,,0.09,0
9546.6,122.076,-1.995,54.64,57.46,29.995,0,25.16,,0.09,0
9556.64,122.114,-0.505,54.58,57.4,29.98,0,25.17,,0.09,0
9566.66,122.126,-1.995,54.56,57.38,30.101,0,25.14,,0.09,0
9576.8,122.196,-1.683,54.46,57.27,30.018,0,25.15,,0.09,0
9586.97,122.239,-0.649,54.39,57.2,30.026,0,25.16,,0.09,0
9597.17,122.318,-1.334,54.27,57.08,29.971,0,25.16,,0.09,0
9607.29,122.371,0.733,54.19,56.99,30.011,0,25.15,,0.09,0
9617.45,122.494,0.12,54.01,56.8,30.035,0,25.19,,0.09,0
9627.57,122.525,-1.995,53.96,56.75,29.989,0,25.23,,0.09,0
9637.78,122.507,0.805,53.99,56.78,30.03,0,25.25,,0.09,0
9647.91,122.654,-1.995,53.77,56.55,30.12,0,25.27,,0.09,0
9658.08,122.713,1.995,53.68,56.45,29.901,0,25.25,,0.09,0
9668.21,122.723,1.995,53.67,56.44,30.004,0,25.21,,0.09,0
9678.27,122.787,1.995,53.57,56.34,29.898,0,25.15,,0.09,0
9688.41,122.93,-1.382,53.36,56.11,30.037,0,25.12,,0.09,0
